year,km_driven,seats,selling_price,mileage_no,engine_no,max_power_no,torque_nm,f_diesel,f_petrol,f_lpg,f_cng,seller_type_individual,seller_type_dealer,seller_type_trusted_dealer,owner_no,transmission_no
2011,35000,5.0,375000,22.32,1582.0,126.32,259.8,1,0,0,0,1,0,0,2,1
2011,70000,5.0,200000,16.6,1388.0,68.0,159.848395,0,1,0,0,1,0,0,2,1
2002,50000,5.0,140000,19.7,796.0,46.3,62.0,0,1,0,0,1,0,0,2,1
2013,88000,5.0,520000,22.32,1582.0,126.32,259.8,1,0,0,0,1,0,0,2,1
2017,50000,5.0,819999,19.87,1461.0,83.8,200.0,1,0,0,0,1,0,0,1,1
2012,200000,7.0,360000,15.96,2523.0,62.1,195.0,1,0,0,0,1,0,0,1,1
2010,70000,7.0,185000,11.57,2179.0,138.1,320.0,1,0,0,0,1,0,0,2,1
2011,230000,7.0,600000,14.0,2498.0,112.0,260.0,1,0,0,0,1,0,0,1,1
2013,80000,5.0,500000,22.32,1582.0,126.3,259.9,1,0,0,0,1,0,0,2,1
2019,10000,5.0,835000,14.84,1598.0,103.2,153.0,0,1,0,0,1,0,0,1,2
2019,5000,5.0,499000,20.3,1086.0,68.0,99.0,0,1,0,0,1,0,0,1,2
2013,25000,5.0,215000,20.92,998.0,67.1,90.0,0,1,0,0,1,0,0,1,1
2014,90000,7.0,650000,20.77,1248.0,88.8,200.0,1,0,0,0,1,0,0,1,1
2018,44000,7.0,358000,15.37,1196.0,73.0,101.0,0,1,0,0,1,0,0,1,1
2013,60000,5.0,320000,18.6,1197.0,85.8,114.0,0,1,0,0,1,0,0,4,1
2016,44000,5.0,270000,25.17,799.0,53.3,72.0,0,1,0,0,1,0,0,1,1
2014,2350,5.0,250000,21.1,814.0,55.2,74.5,0,1,0,0,1,0,0,1,1
2018,2000,5.0,2475000,16.8,1984.0,150.0,350.0,1,0,0,0,0,1,0,1,2
2015,80000,7.0,1050000,15.4,2179.0,120.0,280.0,1,0,0,0,1,0,0,2,1
2019,20000,5.0,3800000,18.0,1969.0,190.0,400.0,1,0,0,0,1,0,0,1,2
2013,54327,5.0,453000,17.2,1197.0,103.6,175.0,0,1,0,0,0,1,0,2,2
2017,48000,5.0,670000,22.54,1396.0,88.73,219.7,1,0,0,0,1,0,0,1,1
2019,14548,5.0,595000,21.21,1197.0,81.8,113.0,0,1,0,0,0,1,0,1,1
2017,90000,7.0,640000,16.5,1493.0,70.0,195.0,1,0,0,0,1,0,0,1,1
2012,40000,5.0,320000,18.5,1197.0,85.8,114.0,0,1,0,0,1,0,0,1,1
2009,120000,5.0,310000,23.0,1396.0,90.0,219.66895999999997,1,0,0,0,1,0,0,2,1
2011,44000,5.0,95000,16.0,995.0,63.0,90.3,0,1,0,0,1,0,0,2,1
2004,50000,4.0,50000,16.1,796.0,37.0,59.0,0,1,0,0,1,0,0,1,1
2016,120000,5.0,320000,22.95,1248.0,74.0,190.0,1,0,0,0,1,0,0,1,1
2018,30000,5.0,472000,20.51,998.0,67.0,90.0,0,1,0,0,1,0,0,1,2
2011,60000,5.0,160000,19.81,1086.0,68.05,99.04,0,1,0,0,1,0,0,1,1
2014,120000,5.0,420000,23.4,1248.0,74.0,190.0,1,0,0,0,1,0,0,2,1
2017,53000,5.0,711000,24.3,1248.0,88.5,200.0,1,0,0,0,1,0,0,1,1
2014,103000,7.0,550000,15.96,2523.0,62.1,195.0,1,0,0,0,1,0,0,1,1
2016,66693,5.0,300000,25.17,799.0,53.3,72.0,0,1,0,0,0,1,0,1,1
2013,15000,5.0,184000,0.0,1086.0,62.1,96.1,0,1,0,0,1,0,0,1,1
2017,15000,5.0,282000,24.7,796.0,47.3,69.0,0,1,0,0,1,0,0,1,1
2017,10000,5.0,300000,21.1,814.0,55.2,74.5,0,1,0,0,1,0,0,1,1
2014,30000,5.0,370000,23.2,1248.0,73.94,190.0,1,0,0,0,1,0,0,1,1
2018,27000,5.0,681000,20.14,1498.0,88.0,230.0,1,0,0,0,1,0,0,1,1
2012,120000,7.0,535000,15.1,2179.0,140.0,330.0,1,0,0,0,1,0,0,1,1
2015,35000,5.0,180000,22.74,796.0,47.3,69.0,0,1,0,0,1,0,0,2,1
2011,100000,5.0,300000,17.5,1298.0,85.8,114.0,0,1,0,0,1,0,0,2,1
2010,80000,5.0,150000,20.92,998.0,67.1,90.0,0,1,0,0,1,0,0,1,1
2012,120000,5.0,310000,19.3,1248.0,73.9,190.0,1,0,0,0,1,0,0,1,1
2009,90000,5.0,240000,21.1,1248.0,73.9,113.0,1,0,0,0,1,0,0,1,1
2012,30000,4.0,100000,16.1,796.0,37.0,59.0,0,1,0,0,1,0,0,1,1
2019,5000,7.0,1460000,17.3,1497.0,121.0,300.0,1,0,0,0,1,0,0,1,1
2019,7032,5.0,779000,19.0,1199.0,88.76,110.0,0,1,0,0,0,0,1,1,2
2018,40000,5.0,400000,23.84,1199.0,84.0,114.0,0,1,0,0,1,0,0,1,1
2002,80000,4.0,40000,16.1,796.0,37.0,59.0,0,1,0,0,1,0,0,1,1
2002,30000,5.0,75000,17.3,993.0,60.0,78.0,0,1,0,0,1,0,0,3,1
2003,90000,4.0,45000,16.1,796.0,37.0,59.0,0,1,0,0,1,0,0,4,1
2013,110000,7.0,480000,20.77,1248.0,88.76,200.0,1,0,0,0,1,0,0,3,1
2017,60000,5.0,900000,22.77,1498.0,98.59,205.0,1,0,0,0,1,0,0,1,1
2017,34000,5.0,350000,25.17,799.0,53.3,72.0,0,1,0,0,1,0,0,1,1
2017,70000,5.0,700000,25.5,1498.0,98.6,200.0,1,0,0,0,1,0,0,1,1
2020,50000,7.0,1500000,16.36,2179.0,140.0,320.0,1,0,0,0,1,0,0,1,1
2017,20171,5.0,750000,19.87,1461.0,108.5,245.0,1,0,0,0,0,1,0,1,2
2008,80000,5.0,112999,19.7,796.0,46.3,62.0,0,1,0,0,1,0,0,3,1
2012,100000,5.0,290000,21.9,1396.0,90.0,219.66895999999997,1,0,0,0,1,0,0,2,1
2008,195000,5.0,100000,19.7,796.0,46.3,62.0,0,1,0,0,1,0,0,2,1
2019,32000,5.0,1025000,28.09,1248.0,88.5,200.0,1,0,0,0,1,0,0,1,1
2014,50074,5.0,400000,24.0,1120.0,70.0,160.0,1,0,0,0,1,0,0,1,1
2017,56290,5.0,450000,24.0,1186.0,73.97,190.24,1,0,0,0,0,1,0,1,1
2019,90000,5.0,590000,20.14,1197.0,81.86,113.75,0,1,0,0,1,0,0,1,1
2013,120000,5.0,190000,22.3,1248.0,74.0,190.0,1,0,0,0,1,0,0,2,1
2016,50000,7.0,750000,24.52,1248.0,88.5,200.0,1,0,0,0,1,0,0,1,1
2009,70000,5.0,125000,19.7,796.0,46.3,62.0,0,1,0,0,1,0,0,2,1
2020,70000,5.0,265000,21.79,998.0,67.05,90.0,0,1,0,0,1,0,0,2,1
2017,25538,5.0,625000,16.78,1496.0,88.73,132.0,0,1,0,0,0,0,1,1,1
2011,97000,5.0,375000,25.2,1248.0,74.0,190.0,1,0,0,0,0,1,0,1,1
2012,18000,4.0,64000,25.4,624.0,37.5,51.0,0,1,0,0,0,1,0,1,1
2011,110000,5.0,450000,16.8,1497.0,116.4,146.0,0,1,0,0,1,0,0,3,1
2012,90000,5.0,175000,19.4,1405.0,70.0,135.4,1,0,0,0,1,0,0,3,1
2015,70000,7.0,650000,20.77,1248.0,88.76,200.0,1,0,0,0,1,0,0,1,1
2015,35000,7.0,700000,16.02,1373.0,93.7,130.0,0,1,0,0,1,0,0,1,1
2018,29700,5.0,810000,25.1,1248.0,88.5,200.0,1,0,0,0,1,0,0,1,1
2019,80000,5.0,585000,17.4,1197.0,81.86,114.73,0,1,0,0,1,0,0,1,2
2013,104300,5.0,275000,20.0,1399.0,68.1,160.0,1,0,0,0,1,0,0,1,1
2016,110000,6.0,426000,18.15,1198.0,82.0,115.0,0,1,0,0,1,0,0,1,1
2018,13000,5.0,690000,20.4,1194.0,94.93,120.0,0,1,0,0,1,0,0,1,1
2018,15000,5.0,750000,17.0,1198.0,108.5,170.0,0,1,0,0,1,0,0,1,1
2017,16200,5.0,650000,24.3,1248.0,88.5,200.0,1,0,0,0,1,0,0,1,1
2016,68089,5.0,2000000,19.16,2494.0,157.7,213.0,0,1,0,0,0,0,1,1,2
2014,140000,8.0,395000,14.0,2489.0,95.0,220.0,1,0,0,0,1,0,0,1,1
2015,50000,5.0,550000,20.85,1197.0,83.14,115.0,0,1,0,0,1,0,0,1,1
2016,60000,7.0,1100000,15.4,2179.0,120.0,280.0,1,0,0,0,1,0,0,1,1
2013,100000,5.0,320000,22.9,1248.0,74.0,190.0,1,0,0,0,1,0,0,3,1
2017,45000,5.0,3200000,19.33,1999.0,177.0,430.0,1,0,0,0,0,1,0,1,2
2016,37000,5.0,550000,20.85,1197.0,83.14,115.0,0,1,0,0,1,0,0,1,1
2015,35000,5.0,700000,21.14,1498.0,103.52,250.0,1,0,0,0,1,0,0,1,1
2011,70000,5.0,130000,14.0,796.0,35.0,59.820564999999995,0,1,0,0,1,0,0,2,1
2011,100000,5.0,150000,18.6,1199.0,79.4,108.0,0,1,0,0,1,0,0,3,1
2012,35000,5.0,259000,23.03,1396.0,69.0,140.0,1,0,0,0,1,0,0,1,1
2013,80000,9.0,499000,15.96,2523.0,63.0,180.0,1,0,0,0,1,0,0,1,1
2013,110000,5.0,275000,19.1,1405.0,70.0,135.4,1,0,0,0,1,0,0,1,1
2014,110000,5.0,620000,22.54,1396.0,88.73,219.7,1,0,0,0,1,0,0,1,1
2015,23999,5.0,411000,23.1,998.0,67.04,90.0,0,1,0,0,0,1,0,1,2
2018,50000,5.0,650000,28.4,1248.0,74.02,190.0,1,0,0,0,1,0,0,1,1
2015,68000,5.0,405000,20.4,1197.0,81.8,113.0,0,1,0,0,1,0,0,2,1
2018,80000,5.0,530000,26.1,1498.0,99.23,215.0,1,0,0,0,1,0,0,1,1
2010,250000,7.0,750000,12.8,2494.0,102.0,200.05565999999996,1,0,0,0,1,0,0,2,1
2012,110000,5.0,130000,16.2,995.0,62.1,90.3,0,1,0,0,1,0,0,1,1
2017,110000,7.0,850000,15.4,2523.0,75.0,200.0,1,0,0,0,1,0,0,1,1
2016,80000,5.0,650000,19.72,1461.0,108.45,245.0,1,0,0,0,1,0,0,1,1
2017,25000,5.0,370000,21.94,1196.0,61.7,85.0,0,0,0,1,1,0,0,1,1
2012,112048,5.0,380000,17.5,1298.0,85.8,114.0,0,1,0,0,1,0,0,2,1
2014,120000,5.0,391000,20.14,1498.0,88.8,230.0,1,0,0,0,1,0,0,2,1
2012,110000,5.0,220000,20.0,1399.0,68.0,160.0,1,0,0,0,1,0,0,1,1
2014,50000,5.0,220000,25.44,936.0,56.3,142.5,1,0,0,0,1,0,0,1,1
2017,60000,5.0,650000,22.54,1396.0,88.73,219.7,1,0,0,0,1,0,0,1,1
2008,110000,7.0,200000,13.93,2179.0,138.1,320.0,1,0,0,0,1,0,0,1,1
2015,50000,5.0,434999,20.14,1498.0,88.8,230.0,1,0,0,0,1,0,0,1,1
2016,100000,7.0,770000,24.52,1248.0,88.5,200.0,1,0,0,0,1,0,0,2,1
2012,120000,8.0,80000,19.7,796.0,35.0,59.820564999999995,0,1,0,0,1,0,0,2,1
2015,91000,7.0,1650000,12.55,2982.0,168.5,360.0,1,0,0,0,0,1,0,2,2
2015,120000,5.0,550000,20.34,1498.0,103.2,250.0,1,0,0,0,1,0,0,2,1
2007,150000,5.0,180000,18.1,1493.0,110.0,235.3596,1,0,0,0,1,0,0,2,1
2017,45000,7.0,660000,16.5,1493.0,70.0,195.0,1,0,0,0,1,0,0,1,1
2011,100000,5.0,400000,22.32,1582.0,126.32,259.8,1,0,0,0,1,0,0,2,1
2009,100000,5.0,307000,17.8,1248.0,75.0,190.0,1,0,0,0,1,0,0,2,1
2011,15000,5.0,225000,15.6,1196.0,70.0,102.0,0,1,0,0,1,0,0,1,1
2017,38000,7.0,700000,18.49,1493.0,100.0,240.0,1,0,0,0,1,0,0,1,1
2016,50000,5.0,395000,23.1,998.0,67.04,90.0,0,1,0,0,1,0,0,1,1
1998,80000,4.0,45000,16.1,796.0,37.0,59.0,0,1,0,0,1,0,0,4,1
2013,90000,7.0,650000,20.77,1248.0,88.76,200.0,1,0,0,0,1,0,0,1,1
2013,440000,7.0,750000,12.99,2494.0,100.6,200.0,1,0,0,0,1,0,0,2,1
2014,120000,7.0,680000,15.1,2179.0,140.0,330.0,1,0,0,0,1,0,0,1,1
2012,77000,5.0,300000,20.4,1248.0,91.7,209.0,1,0,0,0,1,0,0,1,1
2019,9850,5.0,1025000,24.3,1248.0,88.5,200.0,1,0,0,0,1,0,0,1,2
2015,90000,7.0,600000,16.02,1373.0,93.7,130.0,0,1,0,0,1,0,0,1,1
2017,50000,8.0,800000,21.04,1461.0,83.8,200.0,1,0,0,0,1,0,0,1,1
2018,30000,5.0,350000,25.17,799.0,53.3,72.0,0,1,0,0,1,0,0,1,1
2018,2000,5.0,2475000,16.8,1984.0,150.0,350.0,1,0,0,0,0,1,0,1,2
2006,80000,7.0,229999,10.5,2179.0,120.0,290.0,1,0,0,0,1,0,0,2,1
2018,60000,5.0,1031000,25.6,1498.0,97.9,200.0,1,0,0,0,1,0,0,1,1
2019,5621,5.0,650000,22.0,1197.0,81.8,113.0,0,1,0,0,0,0,1,1,2
2015,126000,5.0,500000,21.19,1396.0,88.73,219.66,1,0,0,0,1,0,0,1,1
2016,20000,5.0,250000,23.95,998.0,67.05,90.0,0,1,0,0,1,0,0,2,1
2016,35000,5.0,200000,22.7,799.0,53.64,72.0,0,1,0,0,1,0,0,1,1
2011,65000,5.0,295000,20.54,1598.0,103.6,250.0,1,0,0,0,1,0,0,2,1
2017,44000,5.0,2600000,22.69,1995.0,190.0,400.0,1,0,0,0,0,1,0,1,2
2017,25538,5.0,625000,16.78,1496.0,88.73,132.0,0,1,0,0,0,0,1,1,1
2016,25000,5.0,310000,21.1,814.0,55.2,74.5,0,1,0,0,1,0,0,1,1
2014,79011,5.0,635000,18.0,1497.0,117.3,145.0,0,1,0,0,0,0,1,1,2
2018,49000,5.0,1150000,22.0,1582.0,126.2,259.87,1,0,0,0,1,0,0,1,2
2007,80000,5.0,120000,16.6,1388.0,68.0,159.848395,0,1,0,0,1,0,0,2,1
2004,110000,5.0,198000,12.8,1493.0,100.0,128.46711499999998,0,1,0,0,1,0,0,3,1
2015,63063,5.0,465000,18.9,1197.0,82.0,114.0,0,1,0,0,0,1,0,1,2
2004,120000,5.0,135000,13.0,1343.0,90.0,110.815145,0,1,0,0,1,0,0,2,1
2016,108000,5.0,675000,23.65,1248.0,88.5,200.0,1,0,0,0,0,1,0,1,1
2011,170000,5.0,229999,21.0,1461.0,64.1,160.0,1,0,0,0,1,0,0,2,1
2019,20000,5.0,3800000,18.0,1969.0,190.0,400.0,1,0,0,0,1,0,0,1,2
2018,38817,5.0,740000,27.39,1248.0,74.0,190.0,1,0,0,0,0,1,0,1,1
2010,250000,7.0,295000,13.93,2179.0,138.0,320.0,1,0,0,0,1,0,0,1,1
2015,110000,7.0,503000,14.1,2179.0,147.94,320.0,1,0,0,0,1,0,0,1,1
2011,18500,5.0,229999,18.5,1197.0,85.8,114.0,0,1,0,0,1,0,0,1,1
2014,150000,5.0,540000,19.01,1461.0,108.5,248.0,1,0,0,0,1,0,0,1,1
2016,30000,5.0,650000,19.64,1461.0,108.45,245.0,1,0,0,0,1,0,0,1,1
2016,120000,5.0,725000,22.54,1396.0,88.73,219.7,1,0,0,0,1,0,0,1,1
2014,80000,5.0,378000,18.9,1197.0,82.0,114.0,0,1,0,0,1,0,0,1,1
2014,110000,7.0,969999,12.99,2494.0,100.6,200.0,1,0,0,0,1,0,0,2,1
2014,80000,5.0,420000,23.4,1248.0,74.0,190.0,1,0,0,0,1,0,0,1,1
2016,69000,5.0,675000,17.2,1197.0,103.6,175.0,0,1,0,0,0,1,0,1,2
2017,120000,7.0,595000,15.4,1497.0,117.3,145.0,0,1,0,0,1,0,0,1,1
2011,200000,5.0,140000,17.0,1405.0,71.0,135.0,1,0,0,0,1,0,0,2,1
2015,119000,5.0,560000,23.9,1582.0,126.2,259.9,1,0,0,0,1,0,0,1,1
2018,20000,5.0,575000,21.4,1197.0,83.1,115.0,0,1,0,0,1,0,0,1,1
2016,30000,5.0,2375000,15.73,1968.0,174.33,380.0,1,0,0,0,0,1,0,1,2
2011,60000,5.0,250000,21.1,1248.0,73.9,113.0,1,0,0,0,1,0,0,2,1
2017,70000,7.0,700000,15.96,2523.0,62.1,195.0,1,0,0,0,1,0,0,1,1
2013,50000,7.0,600000,20.77,1248.0,88.8,200.0,1,0,0,0,1,0,0,2,1
2005,50800,5.0,110000,19.7,796.0,46.3,62.0,0,1,0,0,0,1,0,2,1
2016,80000,5.0,800000,17.01,1591.0,121.3,154.9,0,1,0,0,1,0,0,2,2
2014,50000,5.0,420000,22.54,1396.0,88.73,219.7,1,0,0,0,1,0,0,1,1
2010,77000,5.0,180000,18.9,998.0,67.1,90.0,0,1,0,0,1,0,0,1,1
2014,120000,5.0,465000,23.4,1248.0,74.0,190.0,1,0,0,0,1,0,0,2,1
2020,65000,5.0,360000,20.14,1197.0,81.86,113.75,0,1,0,0,1,0,0,2,1
2015,30000,5.0,610000,18.7,1199.0,88.7,110.0,0,1,0,0,0,1,0,1,1
2017,9000,5.0,2711000,13.6,1999.0,177.0,430.0,1,0,0,0,0,1,0,1,2
2019,20000,5.0,5150000,22.37,2487.0,214.56,202.0,0,1,0,0,0,1,0,1,2
2013,150000,5.0,200000,19.09,1396.0,69.0,135.0,1,0,0,0,1,0,0,1,1
2006,90000,5.0,170000,13.9,1599.0,103.2,146.11908499999998,0,1,0,0,1,0,0,3,1
2018,35000,5.0,515000,24.0,1199.0,83.81,114.0,0,1,0,0,1,0,0,1,1
2019,14700,5.0,325000,25.17,799.0,53.3,72.0,0,1,0,0,1,0,0,1,1
2012,90000,5.0,476999,21.43,1364.0,87.2,205.0,1,0,0,0,1,0,0,4,1
2016,120000,7.0,625000,18.49,1493.0,100.0,240.0,1,0,0,0,1,0,0,1,1
2004,150000,7.0,120000,13.6,2523.0,63.0,180.0,1,0,0,0,1,0,0,2,1
2017,26500,7.0,969999,17.6,2179.0,147.94,320.0,1,0,0,0,0,1,0,1,1
2019,20000,4.0,430000,32.26,998.0,58.3,78.0,0,0,0,1,1,0,0,1,1
2016,112000,5.0,616000,22.54,1396.0,88.73,219.7,1,0,0,0,1,0,0,1,1
2014,82500,7.0,600000,15.96,2523.0,62.1,195.0,1,0,0,0,1,0,0,2,1
2012,70000,5.0,165000,25.44,936.0,57.6,150.0,1,0,0,0,1,0,0,2,1
2017,30000,5.0,450000,23.84,1199.0,84.0,114.0,0,1,0,0,1,0,0,1,1
2010,178000,5.0,190000,20.4,1248.0,91.7,209.0,1,0,0,0,1,0,0,2,1
2013,70000,5.0,310000,25.0,1396.0,69.0,140.0,1,0,0,0,1,0,0,1,1
2017,43000,5.0,500000,20.85,1197.0,83.14,115.0,0,1,0,0,1,0,0,1,1
2011,80000,5.0,360000,22.32,1582.0,126.32,259.8,1,0,0,0,1,0,0,2,1
2017,80000,5.0,775000,24.3,1248.0,88.5,200.0,1,0,0,0,1,0,0,1,1
2018,20000,7.0,1500000,16.0,2179.0,138.0,330.0,1,0,0,0,1,0,0,1,2
2019,10000,4.0,330000,33.44,796.0,40.3,60.0,0,0,0,1,1,0,0,2,1
2015,70000,5.0,1000000,19.67,1582.0,126.2,259.9,1,0,0,0,1,0,0,1,1
2010,70000,4.0,120000,16.1,796.0,37.0,59.0,0,1,0,0,1,0,0,2,1
2019,17000,5.0,725000,24.4,1498.0,98.63,215.0,1,0,0,0,1,0,0,1,1
2016,60000,7.0,530000,18.49,1493.0,100.0,240.0,1,0,0,0,1,0,0,1,1
2013,50000,5.0,210000,22.74,796.0,47.3,69.0,0,1,0,0,1,0,0,2,1
2018,28000,5.0,490000,16.1,1197.0,85.0,113.0,0,1,0,0,0,1,0,1,1
2011,69000,5.0,375000,20.54,1598.0,103.6,250.0,1,0,0,0,1,0,0,2,1
2010,49200,5.0,142000,19.81,1086.0,68.05,99.04,0,1,0,0,1,0,0,2,1
2018,20000,5.0,295000,24.7,796.0,47.3,69.0,0,1,0,0,1,0,0,1,1
2016,56494,5.0,550000,18.2,1199.0,88.7,110.0,0,1,0,0,0,0,1,1,1
2013,64788,5.0,1650000,0.0,2179.0,115.0,400.0,1,0,0,0,0,1,0,1,2
2013,58343,5.0,225000,21.79,998.0,67.05,90.0,0,1,0,0,0,0,1,1,1
2014,64000,5.0,390000,15.04,1598.0,103.2,153.0,0,1,0,0,1,0,0,3,1
2007,80000,7.0,626000,12.8,2494.0,102.0,200.05565999999996,1,0,0,0,1,0,0,2,1
2016,65000,5.0,260000,22.74,796.0,47.3,69.0,0,1,0,0,1,0,0,2,1
2015,70000,5.0,550000,18.6,1197.0,81.83,114.7,0,1,0,0,1,0,0,1,1
2014,40000,7.0,620000,13.1,2499.0,141.0,330.0,1,0,0,0,1,0,0,2,1
2017,70000,5.0,575000,22.54,1396.0,88.73,219.7,1,0,0,0,1,0,0,2,1
2017,60000,5.0,850000,22.77,1498.0,98.59,205.0,1,0,0,0,1,0,0,1,1
2011,120000,10.0,350000,12.2,2499.0,80.0,186.32635,1,0,0,0,1,0,0,2,1
2012,50000,5.0,185000,21.1,814.0,55.2,74.5,0,1,0,0,1,0,0,2,1
2016,50000,5.0,500000,18.9,1197.0,82.0,114.0,0,1,0,0,1,0,0,1,1
2017,45000,5.0,3200000,19.33,1999.0,177.0,430.0,1,0,0,0,0,1,0,1,2
2017,20000,7.0,1350000,16.0,2179.0,140.0,330.0,1,0,0,0,1,0,0,1,1
2016,154000,5.0,1150000,19.67,1582.0,126.2,259.9,1,0,0,0,1,0,0,1,1
2014,147279,7.0,555000,17.0,2200.0,139.01,321.0,1,0,0,0,1,0,0,2,1
2011,70000,7.0,400000,13.6,2523.0,63.0,180.0,1,0,0,0,1,0,0,2,1
2018,50000,5.0,1864999,14.67,1798.0,177.46,2451.6625,0,1,0,0,0,1,0,1,2
2018,25000,5.0,750000,28.4,1248.0,74.02,190.0,1,0,0,0,1,0,0,1,1
2016,68089,5.0,2000000,19.16,2494.0,157.7,213.0,0,1,0,0,0,0,1,1,2
2015,120000,5.0,380000,21.03,1461.0,65.0,160.0,1,0,0,0,1,0,0,2,1
2020,50000,5.0,260000,20.14,1498.0,88.5,230.0,1,0,0,0,1,0,0,1,1
2019,25000,7.0,875000,18.49,1493.0,100.0,240.0,1,0,0,0,1,0,0,1,1
2014,80000,8.0,155000,16.8,796.0,34.2,59.0,0,1,0,0,1,0,0,1,1
2016,22000,5.0,925000,17.8,1497.0,117.3,145.0,0,1,0,0,1,0,0,1,1
2016,70000,5.0,2000000,13.7,1991.0,183.0,300.0,0,1,0,0,1,0,0,1,2
2016,11000,5.0,645000,14.3,1598.0,103.5,153.0,0,1,0,0,0,1,0,1,2
2010,129000,8.0,425000,12.8,2494.0,102.0,200.05565999999996,1,0,0,0,1,0,0,1,1
2013,50000,5.0,219000,21.1,814.0,55.2,74.5,0,1,0,0,1,0,0,2,1
2011,100000,5.0,174000,21.0,1461.0,64.1,160.0,1,0,0,0,1,0,0,2,1
2006,110000,5.0,170000,13.9,1599.0,103.2,146.11908499999998,0,1,0,0,1,0,0,4,1
2019,10000,5.0,500000,20.89,1197.0,81.8,113.0,0,1,0,0,1,0,0,1,1
2010,94000,5.0,210000,20.36,1197.0,78.9,111.8,0,1,0,0,1,0,0,2,1
2012,85000,5.0,600000,21.43,1364.0,87.2,205.0,1,0,0,0,1,0,0,1,1
2014,120000,5.0,520000,20.45,1461.0,83.8,200.0,1,0,0,0,1,0,0,1,1
2013,110000,5.0,525000,23.4,1248.0,74.0,190.0,1,0,0,0,1,0,0,1,1
2011,90000,7.0,250000,13.55,2179.0,118.35,250.0,1,0,0,0,1,0,0,2,1
2018,28900,5.0,925000,17.8,1497.0,117.3,145.0,0,1,0,0,0,1,0,1,1
2013,56000,5.0,246000,22.1,1248.0,74.0,190.0,1,0,0,0,0,1,0,1,1
2017,42000,5.0,425000,23.84,1199.0,84.0,114.0,0,1,0,0,1,0,0,1,1
2009,90000,5.0,170000,19.7,796.0,46.3,62.0,0,1,0,0,1,0,0,3,1
2016,26000,5.0,600000,19.0,1199.0,88.7,110.0,0,1,0,0,0,1,0,1,2
2017,20000,5.0,1920000,16.3,1956.0,170.0,350.0,1,0,0,0,1,0,0,2,1
2019,7500,5.0,5400000,16.78,1995.0,190.0,400.0,1,0,0,0,0,1,0,1,2
2005,100000,5.0,92000,17.3,993.0,60.0,78.0,0,1,0,0,1,0,0,2,1
2015,64000,5.0,680000,16.05,1499.0,110.4,140.0,0,1,0,0,0,1,0,1,2
2011,80000,5.0,100000,17.2,1396.0,53.5,83.35652499999999,1,0,0,0,1,0,0,1,1
2017,25000,5.0,300000,22.7,799.0,53.64,72.0,0,1,0,0,1,0,0,1,1
2016,65300,5.0,350000,18.9,1197.0,82.0,114.0,0,1,0,0,1,0,0,2,1
2011,100000,5.0,400000,20.54,1598.0,103.6,250.0,1,0,0,0,1,0,0,2,1
2018,15000,5.0,308000,24.7,796.0,47.3,69.0,0,1,0,0,1,0,0,1,1
2010,120000,5.0,75000,18.0,995.0,62.0,90.3,0,1,0,0,1,0,0,1,1
2017,40000,5.0,425000,23.1,998.0,67.04,90.0,0,1,0,0,1,0,0,2,1
2016,11000,5.0,645000,14.3,1598.0,103.5,153.0,0,1,0,0,0,1,0,1,2
2016,68000,5.0,425000,27.3,1498.0,98.6,200.0,1,0,0,0,1,0,0,1,1
2017,63186,5.0,850000,22.54,1396.0,88.73,219.7,1,0,0,0,1,0,0,1,1
2016,50000,7.0,940000,24.52,1248.0,88.5,200.0,1,0,0,0,1,0,0,1,1
2019,20000,5.0,420000,20.3,1086.0,68.0,99.0,0,1,0,0,1,0,0,2,1
2017,20000,5.0,690000,18.6,1197.0,81.83,114.7,0,1,0,0,1,0,0,1,1
2016,38000,5.0,300000,24.7,796.0,47.3,69.0,0,1,0,0,1,0,0,1,1
2007,120000,9.0,160000,13.6,2523.0,63.0,180.0,1,0,0,0,1,0,0,3,1
2020,5000,5.0,808000,18.24,999.0,108.6,175.0,0,1,0,0,1,0,0,1,1
2011,42545,5.0,1075000,19.62,1998.0,190.0,400.0,1,0,0,0,0,1,0,1,2
2014,31000,5.0,290000,20.36,1197.0,78.9,111.8,0,1,0,0,1,0,0,1,1
2015,120000,7.0,1050000,12.99,2494.0,100.6,200.0,1,0,0,0,1,0,0,1,1
2015,67000,5.0,550000,21.2,1248.0,75.0,197.0,1,0,0,0,1,0,0,1,1
2017,60000,7.0,300000,20.62,1198.0,67.0,104.0,0,1,0,0,1,0,0,1,1
2016,34500,5.0,375000,20.51,998.0,67.04,90.0,0,1,0,0,1,0,0,1,1
2011,100000,5.0,270000,18.3,1991.0,147.9,327.0,1,0,0,0,1,0,0,3,1
2018,13534,5.0,1400000,14.28,1798.0,138.03,173.0,0,1,0,0,0,1,0,1,1
2014,33000,7.0,3250000,11.3,2987.0,254.8,619.0,1,0,0,0,1,0,0,1,2
2016,80000,5.0,650000,24.3,1248.0,88.5,200.0,1,0,0,0,1,0,0,2,1
2013,120000,5.0,350000,14.09,1596.0,99.6,146.0,0,1,0,0,1,0,0,1,1
2011,80000,5.0,248000,17.0,1405.0,71.0,135.0,1,0,0,0,1,0,0,1,1
2011,87000,5.0,180000,18.0,1248.0,75.0,190.0,1,0,0,0,1,0,0,1,1
2012,38000,5.0,244000,21.1,814.0,55.2,74.5,0,1,0,0,1,0,0,1,1
