,year,km_driven,seats,selling_price,mileage_no,engine_no,max_power_no,torque_nm,f_diesel,f_petrol,f_lpg,f_cng,seller_type_individual,seller_type_dealer,seller_type_trusted_dealer,owner_no,transmission_no
1787,2015,30000,5.0,685000,19.12,1373.0,91.1,130.0,0,1,0,0,1,0,0,1,2
3938,2017,15000,5.0,1515000,17.1,1956.0,170.0,350.0,1,0,0,0,1,0,0,1,1
7482,2016,25000,5.0,735000,22.54,1396.0,88.73,219.7,1,0,0,0,1,0,0,1,1
459,2015,50000,5.0,434999,20.4,1197.0,83.11,115.0,0,1,0,0,1,0,0,2,1
7430,2018,15000,5.0,575000,17.36,1197.0,81.86,113.75,0,1,0,0,1,0,0,1,2
948,2010,37944,5.0,250000,18.4,1248.0,75.0,190.0,1,0,0,0,1,0,0,1,1
3700,2016,35000,5.0,550000,24.4,1120.0,71.0,180.4,1,0,0,0,1,0,0,1,1
1336,2013,110000,8.0,819999,12.99,2494.0,100.6,200.0,1,0,0,0,1,0,0,1,1
4628,2007,60000,5.0,100000,19.7,796.0,46.3,62.0,0,1,0,0,1,0,0,3,1
6869,2017,5000,5.0,285000,25.17,799.0,53.3,72.0,0,1,0,0,1,0,0,1,1
1602,2011,56000,8.0,450000,13.0,2489.0,95.0,220.0,1,0,0,0,1,0,0,1,1
2238,2011,140000,7.0,229999,11.57,2179.0,138.1,320.0,1,0,0,0,1,0,0,2,1
639,2017,50000,5.0,450000,22.95,1248.0,74.0,190.0,1,0,0,0,1,0,0,1,1
7841,2014,24000,6.0,700000,16.55,2498.0,105.0,247.0,1,0,0,0,1,0,0,1,1
3830,2008,100000,5.0,180000,19.81,1086.0,68.05,99.04,0,1,0,0,1,0,0,3,1
5321,2016,110000,7.0,1700000,13.68,2393.0,147.8,343.0,1,0,0,0,1,0,0,2,1
5623,2013,79328,7.0,750000,12.99,2494.0,100.6,200.0,1,0,0,0,0,0,1,2,1
7265,2015,110000,5.0,280000,20.51,998.0,67.04,90.0,0,1,0,0,1,0,0,1,1
1070,2018,15000,5.0,750000,22.0,1197.0,81.8,113.0,0,1,0,0,0,1,0,1,1
155,2016,11000,5.0,645000,14.3,1598.0,103.5,153.0,0,1,0,0,0,1,0,1,2
2295,2019,3000,5.0,577000,20.89,1197.0,81.8,113.0,0,1,0,0,1,0,0,1,1
5187,2015,60000,5.0,550000,20.45,1461.0,83.8,200.0,1,0,0,0,1,0,0,1,1
4578,2016,50000,5.0,475000,22.95,1248.0,74.0,190.0,1,0,0,0,1,0,0,1,1
1089,2018,69779,5.0,600000,22.0,1197.0,81.8,113.0,0,1,0,0,0,1,0,1,2
2940,2019,15000,5.0,930000,25.1,1248.0,88.5,200.0,1,0,0,0,1,0,0,1,1
6865,2012,90000,8.0,750000,12.8,2494.0,102.0,200.05565999999996,1,0,0,0,1,0,0,1,1
4384,2016,45000,5.0,1950000,16.38,1995.0,183.0,400.0,1,0,0,0,0,1,0,2,2
930,2012,100000,7.0,400000,20.77,1248.0,88.76,200.0,1,0,0,0,1,0,0,3,1
2909,2018,5000,5.0,750000,24.3,1248.0,88.5,200.0,1,0,0,0,1,0,0,1,1
5235,2006,120000,5.0,135000,16.8,1493.0,110.0,235.3596,1,0,0,0,1,0,0,2,1
3247,2014,69000,5.0,425000,19.87,1461.0,83.8,200.0,1,0,0,0,0,1,0,1,1
7381,2016,91567,7.0,1300000,16.0,2179.0,140.0,330.0,1,0,0,0,1,0,0,3,2
6041,2018,10000,5.0,650000,18.9,1197.0,81.86,113.75,0,1,0,0,1,0,0,2,2
5963,2018,46000,5.0,1237000,19.67,1582.0,126.2,259.9,1,0,0,0,1,0,0,1,1
7199,2009,70000,5.0,200000,21.1,1248.0,73.9,113.0,1,0,0,0,1,0,0,1,1
7013,2010,158000,5.0,202999,18.8,1248.0,90.0,200.0,1,0,0,0,1,0,0,1,1
7922,2018,40000,7.0,2800000,16.25,1968.0,148.0,340.0,1,0,0,0,1,0,0,1,2
1698,2019,15000,5.0,500000,21.21,1197.0,81.8,113.0,0,1,0,0,1,0,0,1,1
7648,2016,120000,6.0,357000,25.32,1198.0,77.0,190.0,1,0,0,0,1,0,0,1,1
8079,2007,129000,5.0,90177,17.0,1405.0,70.0,132.389775,1,0,0,0,1,0,0,3,1
5499,2015,120000,5.0,515000,18.6,1197.0,81.83,114.7,0,1,0,0,1,0,0,2,1
3831,2017,9000,5.0,2711000,13.6,1999.0,177.0,430.0,1,0,0,0,0,1,0,1,2
7405,2014,80000,5.0,250000,21.1,814.0,55.2,74.5,0,1,0,0,1,0,0,2,1
8073,2014,20000,5.0,400000,18.9,1197.0,82.0,114.0,0,1,0,0,1,0,0,1,1
985,2014,63000,7.0,425000,18.06,2523.0,63.0,182.5,1,0,0,0,1,0,0,2,1
1821,2018,50000,7.0,3200000,14.24,2755.0,174.5,420.0,1,0,0,0,1,0,0,1,1
7145,2016,30000,5.0,350000,23.84,1199.0,84.0,114.0,0,1,0,0,1,0,0,1,1
587,2009,170000,8.0,561000,12.8,2494.0,102.0,200.05565999999996,1,0,0,0,1,0,0,3,1
7749,2014,150000,7.0,1380000,13.0,2982.0,168.5,343.0,1,0,0,0,1,0,0,1,1
5647,2018,50000,7.0,3200000,14.24,2755.0,174.5,420.0,1,0,0,0,1,0,0,1,1
7399,2009,117000,5.0,279000,17.8,1248.0,75.0,190.0,1,0,0,0,1,0,0,1,1
8074,2013,60000,5.0,295000,16.51,1586.0,103.2,145.0,0,1,0,0,1,0,0,3,1
5167,2019,40000,7.0,925000,17.3,1497.0,121.0,300.0,1,0,0,0,1,0,0,1,1
6449,2010,123278,5.0,150000,20.36,1197.0,78.9,111.7,0,1,0,0,1,0,0,2,1
3557,2018,9000,5.0,740000,21.4,1197.0,83.1,115.0,0,1,0,0,1,0,0,1,2
1395,2014,30528,5.0,470000,18.6,1197.0,81.86,114.73,0,1,0,0,0,1,0,1,1
264,2017,2000,5.0,550000,25.4,1186.0,73.97,190.25,1,0,0,0,1,0,0,2,1
3547,2010,35000,5.0,200000,19.0,998.0,67.1,90.0,0,1,0,0,1,0,0,1,1
7502,2015,60000,5.0,300000,25.17,799.0,53.3,72.0,0,1,0,0,1,0,0,1,1
7417,2019,6500,7.0,700000,20.0,999.0,72.0,96.0,0,1,0,0,1,0,0,1,1
7410,2018,25000,5.0,600000,21.21,1197.0,81.8,113.0,0,1,0,0,1,0,0,1,1
3864,2013,140000,5.0,350000,25.8,1498.0,98.6,200.0,1,0,0,0,1,0,0,3,1
6740,2012,110000,5.0,220000,21.64,1461.0,84.8,200.0,1,0,0,0,1,0,0,3,1
2400,2011,125000,7.0,825000,14.66,2199.0,194.3,420.7,1,0,0,0,1,0,0,2,1
7475,2016,60000,5.0,400000,17.0,1198.0,73.75,110.0,0,1,0,0,1,0,0,1,1
3711,2012,80000,7.0,300000,13.93,2179.0,138.1,320.0,1,0,0,0,1,0,0,2,1
246,2019,15000,5.0,680000,19.0,1199.0,88.76,110.0,0,1,0,0,1,0,0,1,2
1594,2018,30000,5.0,350000,23.01,999.0,67.0,91.0,0,1,0,0,1,0,0,1,1
7895,2009,82000,5.0,340000,14.53,1798.0,138.0,173.0,0,1,0,0,1,0,0,2,1
5498,2005,50000,5.0,70000,18.9,998.0,67.1,90.0,0,1,0,0,1,0,0,3,1
923,2018,30000,5.0,750000,21.19,1396.0,88.76,219.66,1,0,0,0,1,0,0,1,1
5038,2017,50000,5.0,350000,20.51,998.0,67.0,90.0,0,1,0,0,1,0,0,1,2
7548,2011,60000,7.0,425000,13.93,2179.0,138.03,320.0,1,0,0,0,1,0,0,2,1
669,2013,90000,5.0,400000,20.3,1248.0,92.0,209.0,1,0,0,0,1,0,0,1,1
3604,2014,80000,7.0,1100000,14.74,2199.0,194.3,420.7,1,0,0,0,1,0,0,1,1
1910,2016,120000,5.0,900000,14.1,2179.0,147.94,320.0,1,0,0,0,1,0,0,1,1
5672,2018,40000,7.0,475000,20.62,1198.0,67.0,104.0,0,1,0,0,1,0,0,1,1
3958,2014,31000,5.0,300000,20.51,998.0,67.04,90.0,0,1,0,0,1,0,0,1,1
2696,2008,70000,5.0,170000,19.81,1086.0,68.05,99.04,0,1,0,0,1,0,0,3,1
2591,2007,218463,5.0,175000,12.9,1799.0,130.0,172.0,0,1,0,0,1,0,0,1,2
1781,2011,41000,5.0,169000,18.0,995.0,62.0,90.3,0,1,0,0,1,0,0,1,1
3013,2017,30000,5.0,700000,18.6,1197.0,81.83,114.7,0,1,0,0,1,0,0,1,1
2307,2010,120000,5.0,229999,15.6,1196.0,70.0,102.0,0,1,0,0,1,0,0,3,1
5425,2010,98000,5.0,270000,17.8,1248.0,75.0,190.0,1,0,0,0,1,0,0,1,1
3690,2015,63000,5.0,600000,22.77,1498.0,98.59,205.0,1,0,0,0,1,0,0,1,1
687,2014,60000,5.0,238000,17.92,1086.0,62.1,96.1,0,1,0,0,1,0,0,1,1
612,2013,24000,5.0,200000,22.74,796.0,47.3,69.0,0,1,0,0,1,0,0,1,1
3200,2017,110000,5.0,400000,26.6,998.0,58.16,77.0,0,0,0,1,1,0,0,1,1
7788,2017,70000,5.0,400000,20.51,998.0,67.04,90.0,0,1,0,0,1,0,0,1,1
6179,2017,56290,5.0,450000,24.0,1186.0,73.97,190.24,1,0,0,0,0,1,0,1,1
1898,2016,90000,5.0,570000,20.4,1197.0,81.8,113.0,0,1,0,0,1,0,0,1,1
5148,2011,116500,5.0,350000,23.0,1396.0,90.0,219.66895999999997,1,0,0,0,1,0,0,1,1
258,2019,40000,8.0,1300000,17.3,1497.0,121.0,300.0,1,0,0,0,1,0,0,1,1
2924,2018,120000,5.0,580000,23.4,1248.0,74.0,190.0,1,0,0,0,1,0,0,1,1
2822,2017,79000,7.0,825000,25.47,1248.0,88.5,200.0,1,0,0,0,0,1,0,1,1
3339,2018,15000,5.0,790000,17.0,1198.0,108.5,170.0,0,1,0,0,1,0,0,1,1
3525,2013,79328,7.0,750000,12.99,2494.0,100.6,200.0,1,0,0,0,0,0,1,2,1
4563,2005,80000,5.0,93000,15.9,1298.0,85.0,110.0,0,1,0,0,1,0,0,3,1
6860,2015,140000,5.0,300000,20.0,1399.0,68.05,160.0,1,0,0,0,1,0,0,1,1
484,2017,90000,5.0,585000,25.2,1248.0,74.0,190.0,1,0,0,0,1,0,0,1,1
2211,2012,60000,5.0,380000,19.3,1248.0,73.9,190.0,1,0,0,0,1,0,0,1,1
5046,2017,40000,5.0,370000,18.16,1196.0,86.8,112.0,0,1,0,0,1,0,0,2,1
2555,2014,90000,5.0,600000,26.0,1498.0,98.6,200.0,1,0,0,0,1,0,0,1,1
7,2001,5000,4.0,45000,16.1,796.0,37.0,59.0,0,1,0,0,1,0,0,2,1
3657,2015,90000,5.0,320000,24.4,1120.0,71.0,180.4,1,0,0,0,1,0,0,2,1
7089,2013,80000,5.0,459999,22.32,1582.0,126.32,259.8,1,0,0,0,1,0,0,2,1
4874,2016,60000,7.0,650000,14.1,2179.0,148.0,320.0,1,0,0,0,1,0,0,2,1
4402,2010,64000,5.0,215000,19.7,796.0,46.3,62.0,0,1,0,0,1,0,0,1,1
2426,2015,90000,5.0,978999,19.67,1582.0,126.2,259.9,1,0,0,0,1,0,0,1,1
1814,2016,20000,5.0,465000,20.51,998.0,67.04,90.0,0,1,0,0,1,0,0,1,1
7558,2010,90000,5.0,350000,23.0,1396.0,90.0,219.66895999999997,1,0,0,0,1,0,0,2,1
2274,2018,15000,5.0,600000,16.2,1199.0,74.0,110.0,0,1,0,0,1,0,0,1,1
1011,2014,101504,5.0,750000,22.7,1498.0,89.84,204.0,1,0,0,0,0,1,0,1,1
6022,2011,55403,5.0,277000,18.6,1197.0,85.8,114.0,0,1,0,0,0,1,0,1,1
1067,2020,5000,5.0,1900000,17.8,1493.0,113.4,250.0,1,0,0,0,0,1,0,1,2
1991,2019,23000,7.0,1075000,17.3,1497.0,121.0,300.0,1,0,0,0,0,1,0,1,1
3970,2016,65100,7.0,730000,18.49,1493.0,100.0,240.0,1,0,0,0,1,0,0,2,1
5785,2007,120000,5.0,110000,18.7,1896.0,66.0,2059.3965,1,0,0,0,1,0,0,2,1
7081,2009,100000,5.0,375000,18.1,1493.0,110.0,235.3596,1,0,0,0,1,0,0,1,1
3867,2014,50000,5.0,250000,23.95,998.0,67.05,90.0,0,1,0,0,1,0,0,2,1
7250,2013,50000,5.0,195000,17.92,1086.0,62.1,96.1,0,1,0,0,1,0,0,2,1
3048,2015,128000,9.0,475000,15.96,2523.0,63.0,180.0,1,0,0,0,1,0,0,3,1
781,2014,90000,7.0,650000,15.1,2179.0,140.0,330.0,1,0,0,0,1,0,0,2,1
7883,2018,50699,5.0,925000,22.77,1498.0,98.59,205.0,1,0,0,0,0,1,0,1,1
1749,2017,127000,5.0,605000,28.4,1248.0,74.02,190.0,1,0,0,0,1,0,0,1,1
2791,2015,134000,5.0,525000,25.2,1248.0,74.0,190.0,1,0,0,0,1,0,0,1,1
1091,2019,7500,5.0,5400000,16.78,1995.0,190.0,400.0,1,0,0,0,0,1,0,1,2
5621,2018,38817,5.0,740000,27.39,1248.0,74.0,190.0,1,0,0,0,0,1,0,1,1
8008,2017,40000,5.0,382000,23.95,998.0,67.1,90.0,0,1,0,0,1,0,0,1,1
6590,2016,11000,5.0,645000,14.3,1598.0,103.5,153.0,0,1,0,0,0,1,0,1,2
2608,2013,87185,5.0,445000,22.32,1582.0,126.3,259.9,1,0,0,0,1,0,0,2,1
6659,2015,60000,5.0,490000,25.2,1248.0,74.0,190.0,1,0,0,0,1,0,0,1,1
2290,2006,70000,5.0,250000,18.9,998.0,67.1,90.0,0,1,0,0,1,0,0,1,1
1727,2018,2000,5.0,2475000,16.8,1984.0,150.0,350.0,1,0,0,0,0,1,0,1,2
610,2017,126000,7.0,655000,18.49,1493.0,100.0,240.0,1,0,0,0,1,0,0,1,1
4666,2015,70000,5.0,590000,17.19,1197.0,81.86,114.73,0,1,0,0,1,0,0,3,1
343,2005,90000,5.0,89000,18.9,998.0,67.1,90.0,0,1,0,0,1,0,0,2,1
5688,2016,30000,5.0,400000,20.51,998.0,67.04,90.0,0,1,0,0,1,0,0,1,1
6337,2011,50000,5.0,1000000,17.05,1995.0,184.0,380.0,1,0,0,0,1,0,0,1,2
3750,2011,70000,5.0,180000,16.36,1495.0,93.7,124.6,0,1,0,0,1,0,0,1,1
5822,2015,40000,7.0,1150000,12.99,2494.0,100.6,200.0,1,0,0,0,1,0,0,1,1
7092,2017,50000,7.0,710000,24.52,1248.0,88.5,200.0,1,0,0,0,1,0,0,1,1
3215,2018,30000,5.0,540000,24.0,1186.0,73.97,190.24,1,0,0,0,1,0,0,1,1
97,2016,72000,5.0,565000,19.1,1197.0,82.0,114.0,0,1,0,0,0,1,0,1,2
7075,2018,75000,5.0,950000,21.5,1498.0,108.5,250.0,1,0,0,0,1,0,0,1,2
1537,2014,50000,5.0,650000,23.4,1248.0,74.0,190.0,1,0,0,0,1,0,0,1,1
3588,2010,200000,7.0,515000,12.8,2494.0,102.0,200.05565999999996,1,0,0,0,1,0,0,1,1
3648,2016,70000,5.0,535000,25.2,1248.0,74.0,190.0,1,0,0,0,1,0,0,1,1
6466,2011,80000,5.0,300000,20.54,1598.0,103.6,250.0,1,0,0,0,1,0,0,2,1
5039,2018,30000,5.0,600000,17.0,1198.0,108.5,170.0,0,1,0,0,1,0,0,1,1
1517,2017,35000,5.0,310000,24.7,796.0,47.3,69.0,0,1,0,0,1,0,0,2,1
7152,2015,197000,10.0,509999,13.58,2499.0,72.4,171.0,1,0,0,0,1,0,0,1,1
4624,2013,97000,5.0,360000,22.9,1248.0,74.0,190.0,1,0,0,0,1,0,0,1,1
4272,2016,11000,5.0,645000,14.3,1598.0,103.5,153.0,0,1,0,0,0,1,0,1,2
3669,2010,160000,7.0,650000,12.8,2494.0,102.0,200.05565999999996,1,0,0,0,1,0,0,1,1
2090,2016,150000,9.0,550000,15.96,2523.0,63.0,180.0,1,0,0,0,1,0,0,1,1
572,2004,120000,5.0,120000,18.9,998.0,67.1,90.0,0,1,0,0,1,0,0,3,1
7389,2007,120000,5.0,120000,19.7,796.0,46.3,62.0,0,1,0,0,1,0,0,2,1
6159,2016,35000,6.0,400000,25.32,1198.0,77.0,190.0,1,0,0,0,1,0,0,1,1
6742,2010,100000,5.0,170000,19.7,796.0,46.3,62.0,0,1,0,0,1,0,0,1,1
5624,2019,5621,5.0,650000,22.0,1197.0,81.8,113.0,0,1,0,0,0,0,1,1,2
5890,2009,75000,5.0,150000,18.9,1061.0,67.0,84.0,0,1,0,0,1,0,0,3,1
6839,2019,20000,5.0,950000,23.0,1498.0,98.96,205.0,1,0,0,0,1,0,0,1,1
5270,2017,35000,6.0,500000,25.32,1198.0,77.0,190.0,1,0,0,0,1,0,0,1,1
6687,2006,120000,4.0,65000,16.1,796.0,37.0,59.0,0,1,0,0,1,0,0,2,1
4479,2015,43000,5.0,250999,21.1,814.0,55.2,74.5,0,1,0,0,1,0,0,2,1
7973,2015,170000,7.0,1400000,12.99,2494.0,100.6,200.0,1,0,0,0,1,0,0,1,1
370,2017,9000,5.0,2625000,13.6,1999.0,177.0,430.0,1,0,0,0,0,1,0,1,2
1938,2011,110000,5.0,210000,19.81,1086.0,68.05,99.04,0,1,0,0,1,0,0,2,1
5756,2019,14000,7.0,1200000,25.47,1248.0,88.5,200.0,1,0,0,0,1,0,0,1,1
7552,2012,83000,5.0,475000,15.74,1591.0,121.3,154.9,0,1,0,0,1,0,0,1,2
3670,2013,150000,7.0,800000,15.1,2179.0,140.0,330.0,1,0,0,0,1,0,0,2,1
3652,2019,90000,5.0,220000,23.01,999.0,67.0,91.0,0,1,0,0,1,0,0,1,1
2361,2015,10000,5.0,300000,25.17,799.0,53.3,72.0,0,1,0,0,1,0,0,1,1
4260,2016,68089,5.0,2000000,19.16,2494.0,157.7,213.0,0,1,0,0,0,0,1,1,2
7839,2011,60000,7.0,800000,12.8,2494.0,102.0,200.05565999999996,1,0,0,0,1,0,0,1,1
7321,2007,187000,5.0,180000,19.2,1461.0,65.0,156.9064,1,0,0,0,1,0,0,2,1
3737,2016,63000,5.0,330000,24.0,1120.0,70.0,160.0,1,0,0,0,1,0,0,3,1
5017,2010,64000,5.0,225000,21.1,1248.0,73.9,113.0,1,0,0,0,1,0,0,3,1
5646,2019,19500,5.0,434999,20.3,1086.0,68.07,99.07,0,1,0,0,0,1,0,1,1
1171,2018,31800,5.0,650000,18.6,1197.0,81.86,114.73,0,1,0,0,1,0,0,1,1
6557,2015,110000,7.0,503000,14.1,2179.0,147.94,320.0,1,0,0,0,1,0,0,1,1
1422,2012,90000,5.0,400000,22.9,1248.0,74.0,190.0,1,0,0,0,1,0,0,2,1
7290,2013,80235,5.0,409999,28.4,1248.0,74.02,190.0,1,0,0,0,0,1,0,2,1
7153,2015,79000,5.0,530000,25.83,1498.0,99.0,215.0,1,0,0,0,1,0,0,2,1
5344,2020,10000,5.0,737000,18.76,1462.0,103.26,138.0,0,1,0,0,1,0,0,1,2
874,2010,120000,5.0,150000,21.12,1248.0,88.8,200.0,1,0,0,0,1,0,0,2,1
2297,2013,50000,7.0,500000,15.96,2523.0,62.1,195.0,1,0,0,0,1,0,0,1,1
2643,2017,56290,5.0,450000,24.0,1186.0,73.97,190.24,1,0,0,0,0,1,0,1,1
7038,2017,6825,5.0,1150000,18.0,1497.0,117.6,145.0,0,1,0,0,1,0,0,1,2
840,2008,110000,7.0,270000,14.4,2179.0,120.0,250.069575,1,0,0,0,1,0,0,3,1
581,2013,70000,5.0,245000,20.0,1399.0,68.1,160.0,1,0,0,0,1,0,0,2,1
204,2017,50000,5.0,550000,20.85,1197.0,83.14,115.0,0,1,0,0,1,0,0,1,1
1641,2018,20000,5.0,560000,21.4,1197.0,83.1,115.0,0,1,0,0,1,0,0,1,1
2014,2018,27620,5.0,950000,22.77,1498.0,98.59,205.0,1,0,0,0,0,1,0,1,1
3253,2011,142000,7.0,325000,15.96,2523.0,62.1,195.0,1,0,0,0,1,0,0,1,1
6501,2007,60000,5.0,135000,19.7,796.0,46.3,62.0,0,1,0,0,1,0,0,1,1
905,2011,80000,5.0,315000,17.0,1197.0,80.0,111.79581,0,1,0,0,1,0,0,1,1
631,2015,50000,5.0,235000,21.1,814.0,55.2,74.5,0,1,0,0,1,0,0,1,1
5771,2014,80000,5.0,250000,21.1,814.0,55.2,74.5,0,1,0,0,1,0,0,1,1
5221,2019,25000,6.0,400000,18.15,1198.0,82.0,115.0,0,1,0,0,1,0,0,1,1
1974,2012,100000,5.0,540000,16.8,1497.0,116.3,146.0,0,1,0,0,1,0,0,2,1
162,2012,24300,5.0,340000,21.21,1197.0,81.8,113.0,0,1,0,0,0,1,0,1,1
5551,2016,60000,7.0,600000,18.49,1493.0,100.0,240.0,1,0,0,0,1,0,0,1,1
7298,2018,26000,5.0,685000,28.4,1248.0,74.0,190.0,1,0,0,0,1,0,0,1,1
5349,1999,198000,5.0,150000,14.8,1998.0,68.0,122.583125,1,0,0,0,1,0,0,2,1
4713,2016,50000,7.0,780000,24.52,1248.0,88.5,200.0,1,0,0,0,1,0,0,2,1
875,2016,140000,7.0,400000,14.02,2179.0,118.3,280.0,1,0,0,0,1,0,0,2,1
1431,2019,10000,5.0,850000,22.54,1396.0,88.76,224.0,1,0,0,0,1,0,0,1,1
4643,2014,40000,5.0,260000,16.8,796.0,34.2,59.0,0,1,0,0,1,0,0,1,1
6837,2016,40000,5.0,720000,24.3,1248.0,88.5,200.0,1,0,0,0,1,0,0,2,1
6324,2015,110000,5.0,650000,22.77,1498.0,98.59,205.0,1,0,0,0,1,0,0,2,1
5176,2014,50700,5.0,300000,19.09,1405.0,69.01,135.0,1,0,0,0,1,0,0,1,1
2856,2018,120000,5.0,500000,18.9,1197.0,81.86,113.75,0,1,0,0,1,0,0,1,1
1861,2018,4295,5.0,1000000,17.1,1496.0,105.5,140.0,0,1,0,0,0,0,1,1,1
2659,2014,80322,5.0,325000,17.8,1399.0,67.0,160.0,1,0,0,0,0,1,0,1,1
3384,2017,29000,5.0,380000,20.51,998.0,67.0,90.0,0,1,0,0,1,0,0,1,2
7459,2016,15500,5.0,540000,16.78,1496.0,88.73,132.0,0,1,0,0,1,0,0,1,1
7782,2015,70000,7.0,800000,15.4,1997.0,120.0,280.0,1,0,0,0,1,0,0,1,1
5381,2014,120000,5.0,575000,22.32,1582.0,126.32,259.8,1,0,0,0,1,0,0,3,1
4733,2017,31100,5.0,270000,22.7,799.0,53.64,72.0,0,1,0,0,0,1,0,1,1
3331,2012,90000,5.0,545000,20.46,1461.0,83.8,200.0,1,0,0,0,1,0,0,2,1
6642,2017,120000,5.0,400000,15.37,1196.0,73.0,101.0,0,1,0,0,1,0,0,1,1
6880,2015,80000,5.0,450000,23.59,1364.0,67.04,170.0,1,0,0,0,1,0,0,1,1
2096,2015,49900,5.0,270000,22.74,796.0,47.3,69.0,0,1,0,0,1,0,0,2,1
2003,2019,5000,7.0,395000,15.37,1196.0,73.0,101.0,0,1,0,0,1,0,0,1,1
7876,2018,2000,5.0,2475000,16.8,1984.0,150.0,350.0,1,0,0,0,0,1,0,1,2
546,2015,40000,5.0,390000,20.51,998.0,67.04,90.0,0,1,0,0,1,0,0,1,1
1449,2014,90000,7.0,560000,20.77,1248.0,88.8,200.0,1,0,0,0,1,0,0,1,1
6213,2019,20000,5.0,3800000,18.0,1969.0,190.0,400.0,1,0,0,0,1,0,0,1,2
2610,2016,77000,5.0,611000,22.54,1396.0,88.73,219.7,1,0,0,0,1,0,0,1,1
1900,2005,185000,7.0,300000,11.4,2494.0,100.6,200.0,1,0,0,0,1,0,0,2,1
6850,2014,80000,8.0,910000,12.99,2494.0,100.6,200.0,1,0,0,0,1,0,0,2,1
2757,2016,110000,5.0,265000,23.95,998.0,67.05,90.0,0,1,0,0,1,0,0,1,1
1885,2009,60000,5.0,165000,19.0,998.0,67.1,90.0,0,1,0,0,1,0,0,1,1
7850,2016,22000,5.0,250000,25.17,799.0,53.3,72.0,0,1,0,0,1,0,0,1,1
2097,2012,86000,5.0,310000,21.12,1248.0,88.8,200.0,1,0,0,0,1,0,0,1,1
7067,2012,80000,5.0,180000,19.7,796.0,46.3,62.0,0,1,0,0,1,0,0,3,1
7297,2015,80000,5.0,600000,23.9,1582.0,126.32,259.8,1,0,0,0,1,0,0,1,1
836,2014,35000,5.0,350000,20.51,998.0,67.04,90.0,0,1,0,0,1,0,0,1,1
3471,2014,106000,5.0,575000,22.32,1582.0,126.32,259.8,1,0,0,0,1,0,0,1,1
4697,2014,80000,5.0,700000,22.32,1582.0,126.32,259.8,1,0,0,0,1,0,0,1,1
6463,2015,80000,5.0,210000,20.63,1198.0,67.06,104.0,0,1,0,0,1,0,0,1,1
2171,2017,60000,5.0,725000,24.3,1248.0,88.5,200.0,1,0,0,0,1,0,0,1,1
6979,2018,35000,5.0,899000,25.1,1248.0,88.5,200.0,1,0,0,0,1,0,0,1,1
6911,2009,87000,5.0,180000,13.2,1495.0,94.0,122.583125,0,1,0,0,1,0,0,2,1
398,2016,50000,5.0,240000,22.74,796.0,47.3,69.0,0,1,0,0,1,0,0,1,1
2010,2015,80000,5.0,250000,19.09,1405.0,69.01,135.0,1,0,0,0,1,0,0,2,1
7802,2013,61000,5.0,399000,21.64,1461.0,84.8,200.0,1,0,0,0,0,1,0,2,1
1283,2018,30000,5.0,800000,21.19,1396.0,88.76,219.66,1,0,0,0,1,0,0,1,1
5736,2010,190000,5.0,250000,16.2,1493.0,110.0,235.3596,1,0,0,0,1,0,0,3,1
5946,2013,48000,5.0,475000,21.7,1498.0,98.96,215.0,1,0,0,0,0,1,0,2,1
4256,2019,20000,5.0,5150000,22.37,2487.0,214.56,202.0,0,1,0,0,0,1,0,1,2
1836,2015,40000,5.0,416000,17.01,1499.0,110.4,136.0,0,1,0,0,1,0,0,1,2
1019,2015,170000,7.0,885000,15.4,2179.0,120.0,280.0,1,0,0,0,1,0,0,1,1
1326,2019,10000,5.0,585000,21.21,1197.0,81.8,113.0,0,1,0,0,1,0,0,1,1
475,2016,100000,6.0,280000,25.32,1198.0,77.0,190.0,1,0,0,0,1,0,0,1,1
2810,2018,25000,8.0,200000,16.8,796.0,34.2,59.0,0,1,0,0,1,0,0,1,1
6106,2016,30000,5.0,725000,21.7,1498.0,98.96,215.0,1,0,0,0,1,0,0,1,1
7540,2011,30000,5.0,300000,19.81,1086.0,68.05,99.04,0,1,0,0,1,0,0,1,1
7156,2018,20000,5.0,440000,20.51,998.0,67.04,90.0,0,1,0,0,1,0,0,1,1
2528,2011,47000,5.0,190000,18.5,1197.0,85.8,114.0,0,1,0,0,1,0,0,1,1
1206,2012,165000,7.0,450000,15.96,2523.0,62.1,195.0,1,0,0,0,1,0,0,1,1
5288,2018,21000,5.0,650000,25.83,1498.0,99.0,215.0,1,0,0,0,1,0,0,1,1
7198,2012,90000,5.0,330000,23.0,1396.0,90.0,219.66895999999997,1,0,0,0,1,0,0,1,1
6253,2012,97000,5.0,275000,19.0,1086.0,68.1,99.1,0,0,1,0,1,0,0,3,1
5133,2017,60000,5.0,400000,21.94,1196.0,61.7,85.0,0,0,0,1,1,0,0,1,1
867,2017,28000,5.0,290000,25.17,799.0,53.3,72.0,0,1,0,0,1,0,0,1,1
2974,2009,35000,5.0,350000,17.0,1497.0,118.0,146.0,0,1,0,0,1,0,0,1,1
541,2013,70000,5.0,200000,19.68,1399.0,67.0,160.0,1,0,0,0,1,0,0,2,1
1132,2016,11000,5.0,645000,14.3,1598.0,103.5,153.0,0,1,0,0,0,1,0,1,2
8011,2015,70000,5.0,650000,22.54,1396.0,88.73,219.7,1,0,0,0,1,0,0,1,1
